token,Bankrekening,Consumentenkrediet,Creditcard,Hypotheek,Incasso,Kredietregistratie
oracle,0,0,0,0,5,0
providentify,0,0,0,0,1,0
bass,0,0,0,0,3,0
verfie,0,0,0,0,3,3
continure,0,0,0,0,1,0
lentz,0,0,0,0,1,0
proivide,0,0,0,0,1,0
resolute,0,0,0,0,2,0
fbcs,0,0,0,0,6,0
purposed,0,0,0,0,1,0
uop,0,0,0,0,1,0
northwest,0,0,0,0,1,0
instillation,0,0,0,0,1,0
serivcer,0,0,0,0,2,0
irm,0,0,0,0,1,0
rumor,0,0,0,0,1,0
smith,0,0,0,0,1,0
debnam,0,0,0,0,1,0
revewe,0,0,0,0,1,0
dischardge,0,0,0,0,1,0
friggin,0,0,0,0,1,0
weltman,0,0,0,0,5,0
weinberg,0,0,0,0,4,0
reis,0,0,0,0,4,0
cbs,0,0,0,0,4,0
hipa,0,0,0,0,1,0
capio,0,0,0,0,4,0
burearu,0,0,0,0,1,0
atempte,0,0,0,0,1,0
corrospondance,0,0,0,0,1,0
servi,0,0,0,0,1,0
stuart,0,0,0,0,1,0
lippman,0,0,0,0,1,0
sonvthere,0,0,0,0,1,0
jacobs,0,0,0,0,4,0
marsh,0,0,0,0,4,0
recntly,0,0,0,0,1,0
reposessed,0,0,0,0,2,0
hc,0,0,0,0,3,0
accusatory,0,0,0,0,2,0
parenting,0,0,0,0,1,0
monroe,0,0,0,0,2,0
rose,0,0,0,0,1,0
accredit,0,0,0,0,2,0
shakedown,0,0,0,0,2,0
obsurd,0,0,0,0,1,1
investigatory,0,0,0,0,2,0
harra,0,0,0,0,1,0
issues,0,0,0,0,1,0
practie,0,0,0,0,1,0
cosumer,0,0,0,0,1,0
aty,0,0,0,0,1,0
prs,0,0,0,0,4,0
petitioner,0,0,0,0,1,1
endangerment,0,0,0,0,1,0
calli,0,0,0,0,1,0
mel,0,0,0,0,1,0
housebank,0,0,0,0,1,0
tirade,0,0,0,0,2,0
goggle,0,0,0,0,1,0
sitting,0,0,0,0,1,0
indisputably,0,0,0,0,1,0
coerrespondance,0,0,0,0,1,0
classroom,0,0,0,0,1,0
chevrolet,0,0,0,0,2,0
cobalt,0,0,0,0,4,0
synergetic,0,0,0,0,9,0
syncom,0,0,0,0,2,0
nonexistence,0,0,0,0,1,0
creditinformation,0,0,0,0,1,0
thefailure,0,0,0,0,1,0
attemptto,0,0,0,0,1,0
dpennymac,0,0,0,0,1,0
throttle,0,0,0,0,1,0
bottleneck,0,0,0,0,1,0
disconnection,0,0,0,0,2,0
suburban,0,0,0,0,1,0
pinnacle,0,0,0,0,55,0
cpa,0,0,0,0,5,0
huband,0,0,0,0,1,0
bake,0,0,0,0,1,0
disclosing,0,0,0,0,1,0
stement,0,0,0,0,1,0
intrigue,0,0,0,0,1,0
revenuegroup,0,0,0,0,1,0
orreject,0,0,0,0,1,0
unjustifiably,0,0,0,0,1,0
tpnky,0,0,0,0,1,0
iaw,0,0,0,0,1,0
glc,0,0,0,0,2,0
gcl,0,0,0,0,1,0
arsi,0,0,0,0,3,0
enterprises,0,0,0,0,4,0
acei,0,0,0,0,3,0
childcare,0,0,0,0,2,0
collator,0,0,0,0,1,0
favorite,0,0,0,0,1,0
malcom,0,0,0,0,1,0
gerald,0,0,0,0,1,0
cyberspace,0,0,0,0,1,0
np,0,0,0,0,3,0
cambridge,0,0,0,0,2,0
mysellf,0,0,0,0,1,0
defamed,0,0,0,0,1,0
procollect,0,0,0,0,20,7
fox,0,0,0,0,16,0
acknowledgeed,0,0,0,0,1,0
poinnt,0,0,0,0,1,0
disassociate,0,0,0,0,2,0
inisiate,0,0,0,0,1,0
inreturn,0,0,0,0,1,0
maching,0,0,0,0,1,0
backlogge,0,0,0,0,1,0
intill,0,0,0,0,1,0
occaision,0,0,0,0,1,0
truest,0,0,0,0,1,0
refused,0,0,0,0,1,0
roi,0,0,0,0,2,0
icsysytem,0,0,0,0,1,0
kirlin,0,0,0,0,2,0
anytihe,0,0,0,0,1,0
ide,0,0,0,0,1,0
ntity,0,0,0,0,1,0
legitim,0,0,0,0,1,0
viola,0,0,0,0,1,0
ted,0,0,0,0,1,0
xxxxbalancexxxx,0,0,0,0,2,0
bankoriginal,0,0,0,0,1,0
xxxxhigh,0,0,0,0,5,2
balancexx,0,0,0,0,3,0
xxxxopened,0,0,0,0,3,0
datexx,0,0,0,0,3,2
xxxxbalancemedxxxx,0,0,0,0,1,0
hospitaloriginal,0,0,0,0,1,0
xxxxoriginal,0,0,0,0,2,3
elusive,0,0,0,0,1,0
chaser,0,0,0,0,1,0
reconize,0,0,0,0,2,0
angency,0,0,0,0,4,0
oweing,0,0,0,0,1,0
aledged,0,0,0,0,1,0
oringinal,0,0,0,0,1,0
neighbourhood,0,0,0,0,1,0
majior,0,0,0,0,1,0
unifund,0,0,0,0,7,0
ccr,0,0,0,0,1,0
carruthers,0,0,0,0,5,0
demographical,0,0,0,0,1,0
apg,0,0,0,0,1,0
johnson,0,0,0,0,9,0
pingge,0,0,0,0,2,0
ummm,0,0,0,0,1,0
perfection,0,0,0,0,4,0
conatcte,0,0,0,0,1,0
adt,0,0,0,0,1,1
pff,0,0,0,0,1,0
scumbag,0,0,0,0,2,0
radiator,0,0,0,0,1,0
fiale,0,0,0,0,1,0
blakely,0,0,0,0,2,0
witt,0,0,0,0,2,0
rib,0,0,0,0,3,0
bur,0,0,0,0,2,0
sys,0,0,0,0,1,0
hosp,0,0,0,0,1,0
standstill,0,0,0,0,1,0
ounts,0,0,0,0,1,0
partment,0,0,0,0,1,0
swiss,0,0,0,0,6,0
colony,0,0,0,0,6,0
ashro,0,0,0,0,6,0
afraudulent,0,0,0,0,1,0
madami,0,0,0,0,1,0
investigationin,0,0,0,0,1,0
accountwith,0,0,0,0,1,0
skewed,0,0,0,0,1,0
mybil,0,0,0,0,1,0
unbundle,0,0,0,0,2,0
subsequentally,0,0,0,0,1,0
citbank,0,0,0,0,1,0
aunapropriate,0,0,0,0,1,0
waiste,0,0,0,0,1,0
listening,0,0,0,0,1,0
rsi,0,0,0,0,3,0
unmarked,0,0,0,0,1,0
unmarke,0,0,0,0,1,0
unreturne,0,0,0,0,1,0
sonnenschein,0,0,0,0,1,0
speciality,0,0,0,0,3,0
imc,0,0,0,0,7,0
springer,0,0,0,0,12,0
collectionaccount,0,0,0,0,1,0
jeffcapsys,0,0,0,0,1,0
cents,0,0,0,0,1,0
intro,0,0,0,0,1,0
resist,0,0,0,0,1,1
blatt,0,0,0,0,3,0
hasenmiller,0,0,0,0,3,0
leibsker,0,0,0,0,3,0
moore,0,0,0,0,4,0
sychoney,0,0,0,0,1,0
speliing,0,0,0,0,1,0
noy,0,0,0,0,1,0
underi,0,0,0,0,1,0
sallie,0,0,0,0,6,0
bloomington,0,0,0,0,1,0
pmab,0,0,0,0,2,0
bessemer,0,0,0,0,1,0
simpson,0,0,0,0,2,0
offices,0,0,0,0,1,0
phonr,0,0,0,0,1,0
contrac,0,0,0,0,1,0
xmas,0,0,0,0,1,0
ostensible,0,0,0,0,1,0
insidiously,0,0,0,0,1,0
martial,0,0,0,0,2,0
csn,0,0,0,0,2,0
sectio,0,0,0,0,1,0
enjoin,0,0,0,0,3,0
ection,0,0,0,0,1,0
secti,0,0,0,0,1,0
packer,0,0,0,0,1,0
stockyard,0,0,0,0,1,0
agriculture,0,0,0,0,1,0
coun,0,0,0,0,1,0
acti,0,0,0,0,1,0
enforcem,0,0,0,0,1,0
attendance,0,0,0,0,1,2
recoverable,0,0,0,0,1,0
twithstanding,0,0,0,0,1,0
regu,0,0,0,0,1,0
larly,0,0,0,0,1,0
interpretive,0,0,0,0,1,0
subsec,0,0,0,0,1,0
wromg,0,0,0,0,1,0
instinct,0,0,0,0,1,0
fdcp,0,0,0,0,4,1
spoof,0,0,0,0,8,0
spoofed,0,0,0,0,3,0
sw,0,0,0,0,10,0
spill,0,0,0,0,1,1
october,0,0,0,0,1,0
occasions,0,0,0,0,1,1
harressing,0,0,0,0,1,0
calk,0,0,0,0,1,0
harresse,0,0,0,0,2,0
theatene,0,0,0,0,2,0
slandering,0,0,0,0,1,0
probly,0,0,0,0,1,0
fh,0,0,0,0,7,0
cann,0,0,0,0,7,0
counsil,0,0,0,0,1,0
esquire,0,0,0,0,1,0
assuredly,0,0,0,0,1,0
me,0,0,0,0,2,0
keybridge,0,0,0,0,6,0
tradename,0,0,0,0,4,0
tacit,0,0,0,0,1,0
orc,0,0,0,0,1,0
decist,0,0,0,0,4,0
awa,0,0,0,0,10,0
umpteenth,0,0,0,0,1,0
qualia,0,0,0,0,3,0
pantry,0,0,0,0,1,0
cordial,0,0,0,0,1,0
stepson,0,0,0,0,1,0
harrassing,0,0,0,0,1,0
prod,0,0,0,0,1,0
receiveable,0,0,0,0,1,0
halsted,0,0,0,0,1,0
situse,0,0,0,0,1,0
nada,0,0,0,0,1,0
bam,0,0,0,0,1,0
thusly,0,0,0,0,1,0
pesky,0,0,0,0,1,0
evans,0,0,0,0,1,0
scrambler,0,0,0,0,1,0
genesis,0,0,0,0,3,0
mins,0,0,0,0,2,0
cherokee,0,0,0,0,1,0
motorist,0,0,0,0,1,0
availale,0,0,0,0,1,0
forceful,0,0,0,0,3,0
ambush,0,0,0,0,1,0
header,0,0,0,0,3,0
diversifield,0,0,0,0,1,0
consultants,0,0,0,0,3,0
ashame,0,0,0,0,1,0
interfer,0,0,0,0,1,0
creditchase,0,0,0,0,1,0
threathene,0,0,0,0,1,0
frontline,0,0,0,0,2,0
vetting,0,0,0,0,1,0
valarity,0,0,0,0,11,0
methey,0,0,0,0,1,0
conversaation,0,0,0,0,1,0
didgts,0,0,0,0,1,0
allway,0,0,0,0,1,0
soiwant,0,0,0,0,1,0
viii,0,0,0,0,2,0
sublet,0,0,0,0,2,0
wakefield,0,0,0,0,5,0
memebership,0,0,0,0,1,0
agencie,0,0,0,0,1,1
linebarger,0,0,0,0,1,0
googan,0,0,0,0,1,0
blair,0,0,0,0,2,2
sampson,0,0,0,0,2,0
illegaly,0,0,0,0,1,0
willfull,0,0,0,0,1,1
dispatcher,0,0,0,0,1,0
upsp,0,0,0,0,1,0
acacount,0,0,0,0,1,0
ratify,0,0,0,0,1,0
indemnify,0,0,0,0,1,0
wpould,0,0,0,0,1,0
simon,0,0,0,0,5,0
imbarassment,0,0,0,0,1,0
alsoi,0,0,0,0,1,0
comeback,0,0,0,0,1,0
watrfield,0,0,0,0,1,0
deign,0,0,0,0,1,0
defaulting,0,0,0,0,1,0
parish,0,0,0,0,1,0
simulate,0,0,0,0,2,0
communicati,0,0,0,0,1,0
propterty,0,0,0,0,1,0
displeasing,0,0,0,0,1,0
embolden,0,0,0,0,1,0
tablott,0,0,0,0,1,0
adams,0,0,0,0,3,0
vist,0,0,0,0,1,0
verifaction,0,0,0,0,2,0
oringal,0,0,0,0,1,0
willingful,0,0,0,0,1,0
uncompliance,0,0,0,0,1,0
surmount,0,0,0,0,1,0
llp,0,0,0,0,10,0
forster,0,0,0,0,2,0
garbus,0,0,0,0,3,0
feeder,0,0,0,0,2,0
fresno,0,0,0,0,3,0
contacting,0,0,0,0,1,0
ttempting,0,0,0,0,1,0
ack,0,0,0,0,1,1
falsity,0,0,0,0,1,0
compensatory,0,0,0,0,1,0
thuggish,0,0,0,0,1,0
striking,0,0,0,0,1,0
emmett,0,0,0,0,1,0
goodman,0,0,0,0,2,0
upstanding,0,0,0,0,2,0
handwriting,0,0,0,0,3,2
mandarich,0,0,0,0,4,0
inwhich,0,0,0,0,1,0
rgs,0,0,0,0,4,0
imperial,0,0,0,0,1,0
cfs,0,0,0,0,5,0
hatefully,0,0,0,0,1,0
dy,0,0,0,0,1,0
elp,0,0,0,0,1,0
mrn,0,0,0,0,8,0
lansing,0,0,0,0,1,0
vancehuffman,0,0,0,0,1,0
torment,0,0,0,0,1,0
wreak,0,0,0,0,1,1
havoc,0,0,0,0,1,1
unsubsidized,0,0,0,0,1,0
instructor,0,0,0,0,1,0
clerks,0,0,0,0,1,0
deposition,0,0,0,0,3,4
adr,0,0,0,0,2,0
terrifying,0,0,0,0,1,1
cramming,0,0,0,0,1,1
complte,0,0,0,0,1,0
soonercare,0,0,0,0,2,0
subpena,0,0,0,0,1,0
iven,0,0,0,0,1,0
oppertunity,0,0,0,0,2,0
dhe,0,0,0,0,1,0
nothere,0,0,0,0,1,0
covereage,0,0,0,0,1,0
fradulently,0,0,0,0,1,0
heath,0,0,0,0,1,1
overxxxx,0,0,0,0,1,0
factoring,0,0,0,0,2,0
paypalcredit,0,0,0,0,2,0
creat,0,0,0,0,1,0
hsve,0,0,0,0,1,0
lefal,0,0,0,0,1,0
checksmart,0,0,0,0,1,0
equities,0,0,0,0,1,0
underage,0,0,0,0,2,1
indecomme,0,0,0,0,2,0
maliously,0,0,0,0,1,0
vrs,0,0,0,0,1,0
vsr,0,0,0,0,1,0
gatestone,0,0,0,0,2,0
presentment,0,0,0,0,2,0
attesting,0,0,0,0,2,0
assignable,0,0,0,0,1,0
unsuspecte,0,0,0,0,1,0
deby,0,0,0,0,2,0
filr,0,0,0,0,1,0
refnance,0,0,0,0,1,0
fdc,0,0,0,0,1,0
hci,0,0,0,0,1,0
sske,0,0,0,0,1,0
vike,0,0,0,0,3,0
singularly,0,0,0,0,1,0
northstar,0,0,0,0,2,0
recourses,0,0,0,0,1,0
convergence,0,0,0,0,2,0
extn,0,0,0,0,2,0
credigy,0,0,0,0,1,0
cacv,0,0,0,0,4,0
integra,0,0,0,0,3,0
resoluation,0,0,0,0,1,0
condensing,0,0,0,0,1,0
factitious,0,0,0,0,1,0
throug,0,0,0,0,1,0
wen,0,0,0,0,1,0
empire,0,0,0,0,1,0
ems,0,0,0,0,1,0
noat,0,0,0,0,1,0
lawauit,0,0,0,0,1,0
pendingpending,0,0,0,0,1,0
dential,0,0,0,0,1,0
agmt,0,0,0,0,2,0
alliedinterstate,0,0,0,0,8,0
lotto,0,0,0,0,1,0
radiology,0,0,0,0,1,0
malaciously,0,0,0,0,1,0
equidata,0,0,0,0,1,0
sm,0,0,0,0,2,0
arera,0,0,0,0,1,0
pf,0,0,0,0,1,0
quedtion,0,0,0,0,1,0
aera,0,0,0,0,1,0
futh,0,0,0,0,1,0
ermore,0,0,0,0,1,0
aquired,0,0,0,0,1,0
seperste,0,0,0,0,1,0
seperation,0,0,0,0,1,0
cso,0,0,0,0,3,0
rickman,0,0,0,0,2,0
unlicense,0,0,0,0,1,0
cfpbthanksxxxxxxxx,0,0,0,0,1,0
ands,0,0,0,0,2,0
unread,0,0,0,0,1,0
printable,0,0,0,0,4,0
xxxxdownload,0,0,0,0,1,0
pdfnccob,0,0,0,0,1,0
aknowlodge,0,0,0,0,1,0
calif,0,0,0,0,2,0
router,0,0,0,0,1,0
stien,0,0,0,0,1,0
lnc,0,0,0,0,2,0
byl,0,0,0,0,1,0
unidentifiable,0,0,0,0,1,1
lendify,0,0,0,0,5,0
mug,0,0,0,0,1,0
akse,0,0,0,0,1,0
documnet,0,0,0,0,1,0
wherabout,0,0,0,0,1,0
lomg,0,0,0,0,1,0
constable,0,0,0,0,1,0
ballato,0,0,0,0,1,0
councile,0,0,0,0,1,0
recvery,0,0,0,0,1,0
sca,0,0,0,0,1,0
masquerade,0,0,0,0,1,1
ssns,0,0,0,0,1,0
columbia,0,0,0,0,3,0
morriss,0,0,0,0,1,0
apparenly,0,0,0,0,1,0
mistruth,0,0,0,0,1,0
bonneville,0,0,0,0,2,0
sisters,0,0,0,0,1,1
thomas,0,0,0,0,1,0
causing,0,0,0,0,1,0
xxxxabout,0,0,0,0,1,0
rocky,0,0,0,0,1,0
sealed,0,0,0,0,1,0
restraining,0,0,0,0,1,0
sprint,0,0,0,0,4,0
fcsi,0,0,0,0,4,0
etitle,0,0,0,0,1,0
tutle,0,0,0,0,1,0
subsidiarie,0,0,0,0,1,0
aic,0,0,0,0,1,0
furnished,0,0,0,0,2,0
hourly,0,0,0,0,2,0
wright,0,0,0,0,8,0
lerch,0,0,0,0,8,0
litow,0,0,0,0,8,0
emphatic,0,0,0,0,1,0
contravene,0,0,0,0,1,0
shermeta,0,0,0,0,3,0
von,0,0,0,0,3,0
allmen,0,0,0,0,2,0
allman,0,0,0,0,1,0
adam,0,0,0,0,1,0
snatch,0,0,0,0,1,0
gettihg,0,0,0,0,1,0
stenger,0,0,0,0,1,0
stegner,0,0,0,0,1,0
pubic,0,0,0,0,1,1
ru,0,0,0,0,4,0
traumatically,0,0,0,0,1,0
mcot,0,0,0,0,1,0
mangement,0,0,0,0,1,0
suprize,0,0,0,0,1,0
vocie,0,0,0,0,1,0
refrence,0,0,0,0,1,0
relette,0,0,0,0,4,0
wheelhousesettlementoffer,0,0,0,0,1,0
jewlelers,0,0,0,0,1,0
william,0,0,0,0,1,0
plight,0,0,0,0,2,0
midmonth,0,0,0,0,1,0
vacillate,0,0,0,0,1,0
siloe,0,0,0,0,1,0
silo,0,0,0,0,1,0
prong,0,0,0,0,1,0
dissappear,0,0,0,0,1,0
iqdi,0,0,0,0,6,0
bordering,0,0,0,0,1,0
cargo,0,0,0,0,1,0
wwr,0,0,0,0,10,0
ollection,0,0,0,0,2,0
ort,0,0,0,0,1,1
ainst,0,0,0,0,1,0
targ,0,0,0,0,1,0
tek,0,0,0,0,1,0
acs,0,0,0,0,5,0
verife,0,0,0,0,1,1
weber,0,0,0,0,8,0
receiptsand,0,0,0,0,1,0
reerre,0,0,0,0,1,0
managmentent,0,0,0,0,1,0
grc,0,0,0,0,2,0
montana,0,0,0,0,1,0
argumentive,0,0,0,0,1,0
coobberate,0,0,0,0,1,0
ulterior,0,0,0,0,2,0
oulet,0,0,0,0,1,0
cockroach,0,0,0,0,1,1
slumlord,0,0,0,0,1,2
gurstel,0,0,0,0,1,0
chargo,0,0,0,0,1,0
interupt,0,0,0,0,1,0
oportun,0,0,0,0,1,0
themy,0,0,0,0,1,0
nurse,0,0,0,0,1,3
evergreen,0,0,0,0,4,0
optimum,0,0,0,0,11,0
outcomes,0,0,0,0,1,0
stella,0,0,0,0,1,0
comcast,0,0,0,0,4,5
residentcollect,0,0,0,0,6,0
mendaciously,0,0,0,0,1,0
unfit,0,0,0,0,1,0
impulse,0,0,0,0,1,0
avenge,0,0,0,0,1,0
strapped,0,0,0,0,1,0
supina,0,0,0,0,1,0
descriptive,0,0,0,0,1,0
encurre,0,0,0,0,1,0
depth,0,0,0,0,1,2
omega,0,0,0,0,2,0
internationally,0,0,0,0,1,0
gemoney,0,0,0,0,2,0
americacollectpay,0,0,0,0,1,0
intricately,0,0,0,0,1,0
beligerent,0,0,0,0,1,0
harassed,0,0,0,0,1,0
alliant,0,0,0,0,2,0
cae,0,0,0,0,2,0
habitual,0,0,0,0,2,1
offender,0,0,0,0,2,2
midaland,0,0,0,0,1,0
ccredit,0,0,0,0,1,0
ceritfie,0,0,0,0,1,0
concord,0,0,0,0,1,0
unmentione,0,0,0,0,1,0
janitorial,0,0,0,0,1,0
grimm,0,0,0,0,1,0
slat,0,0,0,0,2,0
consumers,0,0,0,0,1,0
uci,0,0,0,0,2,0
rotect,0,0,0,0,1,0
includ,0,0,0,0,1,0
halstad,0,0,0,0,1,0
exuse,0,0,0,0,2,0
clog,0,0,0,0,2,0
neededto,0,0,0,0,1,0
freaking,0,0,0,0,1,0
contentious,0,0,0,0,1,0
drama,0,0,0,0,1,0
satisifie,0,0,0,0,1,0
fincl,0,0,0,0,1,0
reportly,0,0,0,0,2,0
buberau,0,0,0,0,2,0
fcs,0,0,0,0,8,0
ctr,0,0,0,0,1,0
vill,0,0,0,0,1,0
medicaide,0,0,0,0,1,0
accet,0,0,0,0,1,0
authorizatin,0,0,0,0,1,0
knocker,0,0,0,0,1,0
stag,0,0,0,0,1,0
padlock,0,0,0,0,1,0
cigar,0,0,0,0,1,0
butt,0,0,0,0,1,0
linoleum,0,0,0,0,1,0
pertitent,0,0,0,0,1,0
astria,0,0,0,0,3,0
ee,0,0,0,0,1,0
havard,0,0,0,0,1,0
outa,0,0,0,0,1,0
rossman,0,0,0,0,3,0
ineligability,0,0,0,0,1,0
reexporte,0,0,0,0,1,0
qoute,0,0,0,0,2,2
reseller,0,0,0,0,2,4
dps,0,0,0,0,1,0
optima,0,0,0,0,3,0
counterclaim,0,0,0,0,4,0
rentcollect,0,0,0,0,1,0
loansi,0,0,0,0,1,1
problematically,0,0,0,0,1,0
prescirbe,0,0,0,0,1,0
texton,0,0,0,0,1,0
xxxxcase,0,0,0,0,1,0
xxxxdue,0,0,0,0,1,0
abscond,0,0,0,0,1,0
conviction,0,0,0,0,1,4
scientist,0,0,0,0,1,0
informatiom,0,0,0,0,1,0
reciet,0,0,0,0,1,0
issure,0,0,0,0,1,0
outlining,0,0,0,0,1,0
idont,0,0,0,0,1,0
golds,0,0,0,0,1,0
busines,0,0,0,0,1,0
serrvice,0,0,0,0,1,0
iis,0,0,0,0,1,0
mds,0,0,0,0,7,0
fafsa,0,0,0,0,2,0
continualy,0,0,0,0,1,0
portolio,0,0,0,0,4,0
fie,0,0,0,0,2,0
infringe,0,0,0,0,2,0
trademark,0,0,0,0,2,0
afnixxxx,0,0,0,0,1,0
prerecord,0,0,0,0,3,0
verifiy,0,0,0,0,1,1
agencies,0,0,0,0,1,0
occupation,0,0,0,0,2,0
fincial,0,0,0,0,2,0
representaitive,0,0,0,0,1,0
somehad,0,0,0,0,1,0
agenc,0,0,0,0,1,0
realoze,0,0,0,0,1,0
rig,0,0,0,0,1,0
rubin,0,0,0,0,1,0
rothman,0,0,0,0,1,0
ftcxxxx,0,0,0,0,1,0
tran,0,0,0,0,1,1
srvc,0,0,0,0,1,0
copis,0,0,0,0,1,0
argumentaive,0,0,0,0,1,0
fnbc,0,0,0,0,1,0
peter,0,0,0,0,3,0
roberts,0,0,0,0,3,0
ja,0,0,0,0,1,0
xxxxa,0,0,0,0,1,0
daniels,0,0,0,0,1,0
norelli,0,0,0,0,1,0
xxxxxxxxthank,0,0,0,0,1,0
prefect,0,0,0,0,1,0
commonwhealth,0,0,0,0,1,0
em,0,0,0,0,1,0
tension,0,0,0,0,1,0
speedycash,0,0,0,0,2,0
arnette,0,0,0,0,1,0
louder,0,0,0,0,4,0
harrassive,0,0,0,0,2,0
juggle,0,0,0,0,2,0
mrc,0,0,0,0,3,0
nathan,0,0,0,0,6,0
cardxx,0,0,0,0,1,1
xxxxoffere,0,0,0,0,1,0
disconnectedxx,0,0,0,0,1,0
xxxxbase,0,0,0,0,1,0
complaints,0,0,0,0,1,0
hudson,0,0,0,0,1,0
lettrs,0,0,0,0,1,0
servicers,0,0,0,0,1,0
annex,0,0,0,0,1,1
assessed,0,0,0,0,1,0
aaaaargh,0,0,0,0,1,0
decrepit,0,0,0,0,1,0
childish,0,0,0,0,1,0
arc,0,0,0,0,2,0
mirame,0,0,0,0,1,0
bailiff,0,0,0,0,1,0
ross,0,0,0,0,5,0
dhs,0,0,0,0,1,1
agressive,0,0,0,0,2,0
supposing,0,0,0,0,1,0
acvount,0,0,0,0,2,0
tenn,0,0,0,0,3,0
embarrasse,0,0,0,0,1,0
persevere,0,0,0,0,2,0
michael,0,0,0,0,1,0
andrews,0,0,0,0,1,0
firstsource,0,0,0,0,1,0
sthg,0,0,0,0,1,0
definitly,0,0,0,0,1,0
roam,0,0,0,0,1,0
isn,0,0,0,0,2,0
needing,0,0,0,0,1,0
qcs,0,0,0,0,1,0
unregistered,0,0,0,0,1,0
lowery,0,0,0,0,3,0
prevously,0,0,0,0,1,0
burge,0,0,0,0,1,0
wolff,0,0,0,0,2,0
exempted,0,0,0,0,1,0
intergrity,0,0,0,0,1,1
frderal,0,0,0,0,1,0
governing,0,0,0,0,1,1
staright,0,0,0,0,1,0
thatxxxx,0,0,0,0,1,0
amo,0,0,0,0,1,0
depostie,0,0,0,0,1,0
renton,0,0,0,0,8,0
spv,0,0,0,0,8,0
fantasy,0,0,0,0,1,0
evaporatedwhen,0,0,0,0,1,0
illus,0,0,0,0,1,0
tration,0,0,0,0,1,0
imately,0,0,0,0,1,0
prejudgment,0,0,0,0,1,0
faulting,0,0,0,0,1,0
returnedplease,0,0,0,0,1,0
hte,0,0,0,0,1,0
husb,0,0,0,0,1,0
freaney,0,0,0,0,1,0
insta,0,0,0,0,3,0
nerver,0,0,0,0,1,0
esser,0,0,0,0,1,0
startle,0,0,0,0,1,0
rhe,0,0,0,0,1,0
telework,0,0,0,0,2,0
integrated,0,0,0,0,1,0
fath,0,0,0,0,1,0
iscuss,0,0,0,0,1,0
meade,0,0,0,0,9,0
admonish,0,0,0,0,2,0
severally,0,0,0,0,1,1
rme,0,0,0,0,2,0
inconsequential,0,0,0,0,1,0
ueste,0,0,0,0,1,0
hcap,0,0,0,0,1,0
bureus,0,0,0,0,1,1
nar,0,0,0,0,2,0
itsel,0,0,0,0,1,0
originality,0,0,0,0,1,1
domiciled,0,0,0,0,1,0
questional,0,0,0,0,1,0
crosstown,0,0,0,0,1,0
subtly,0,0,0,0,1,1
noticve,0,0,0,0,1,0
cmrefsi,0,0,0,0,1,0
irreparably,0,0,0,0,1,0
mercantile,0,0,0,0,6,0
calie,0,0,0,0,1,0
lou,0,0,0,0,1,0
spivack,0,0,0,0,1,0
masculinity,0,0,0,0,1,0
oaid,0,0,0,0,1,0
prof,0,0,0,0,4,3
merch,0,0,0,0,1,0
maliciously,0,0,0,0,3,6
bothersome,0,0,0,0,1,0
nam,0,0,0,0,1,0
awaare,0,0,0,0,1,0
derragatory,0,0,0,0,1,0
kictchen,0,0,0,0,1,0
aplace,0,0,0,0,1,0
agreeement,0,0,0,0,1,0
agreeded,0,0,0,0,1,0
blackwell,0,0,0,0,2,0
webank,0,0,0,0,2,0
grandma,0,0,0,0,2,0
garnishee,0,0,0,0,1,0
anitai,0,0,0,0,1,0
inssurance,0,0,0,0,1,0
incredulous,0,0,0,0,1,0
collecting,0,0,0,0,1,0
aud,0,0,0,0,1,1
cleary,0,0,0,0,1,0
misreporting,0,0,0,0,1,0
misreport,0,0,0,0,1,0
windham,0,0,0,0,3,0
tsr,0,0,0,0,1,0
gee,0,0,0,0,1,0
copie,0,0,0,0,1,0
ssdi,0,0,0,0,1,0
equafax,0,0,0,0,1,0
jubilant,0,0,0,0,1,0
ops,0,0,0,0,1,0
deliquincie,0,0,0,0,1,0
mintain,0,0,0,0,1,0
llcplease,0,0,0,0,1,0
blume,0,0,0,0,1,0
nca,0,0,0,0,4,0
unaffiliated,0,0,0,0,1,0
yaer,0,0,0,0,1,0
pointless,0,0,0,0,1,0
followingsigne,0,0,0,0,1,0
madethis,0,0,0,0,1,0
thw,0,0,0,0,1,0
xxxxmidland,0,0,0,0,1,0
spacificly,0,0,0,0,1,0
fidelis,0,0,0,0,1,0
maury,0,0,0,0,1,0
cobb,0,0,0,0,1,0
chaplain,0,0,0,0,2,0
rfdcpa,0,0,0,0,1,0
cad,0,0,0,0,1,0
amerassist,0,0,0,0,1,0
insurrection,0,0,0,0,1,0
carruther,0,0,0,0,1,0
sarcastically,0,0,0,0,2,0
uverse,0,0,0,0,1,0
aldon,0,0,0,0,1,0
noll,0,0,0,0,1,0
confession,0,0,0,0,1,0
experienced,0,0,0,0,1,0
relinquishing,0,0,0,0,1,0
admininstrator,0,0,0,0,1,0
labored,0,0,0,0,1,0
upheld,0,0,0,0,1,0
acquirement,0,0,0,0,1,0
verfiable,0,0,0,0,1,0
pronounce,0,0,0,0,1,1
laughable,0,0,0,0,1,1
awakening,0,0,0,0,1,0
constitutionally,0,0,0,0,1,0
anu,0,0,0,0,1,0
unmonitored,0,0,0,0,1,1
disengage,0,0,0,0,1,0
issuedthru,0,0,0,0,1,0
fom,0,0,0,0,1,0
identitiy,0,0,0,0,1,0
sgreee,0,0,0,0,1,0
